"Confirmed","Date","Type","Label","Address","Amount (RVN)","Asset","ID"
"true","2018-06-24T00:21:47","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.46339210","RVN","9405068ebbac188a7732adfbfdc0057fc860a5f35cb1f3e7d66db8d17d18d1a4"
"true","2018-06-23T18:19:05","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.00986080","RVN","66a47792e3fa10bd86bc60c4689b5b4e05a59dcc2537fde02c1860dd989ccd7d"
"true","2018-06-23T15:14:47","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.87371230","RVN","4b9d74c2b6f33c2cbc4158521431a51c5f15148d5d59d3b45af528d1de982010"
"true","2018-06-23T00:10:45","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","10.64063556","RVN","b6be607e38c0938612b658e23b433ff4ffaba9916cf3e0aff7cc854aa20d4248"
"true","2018-06-22T00:10:13","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.94461183","RVN","25cebcf768d2b72fcff3b27ab6db6ad7f1bd337cb4352228408fb34b611881b0"
"true","2018-06-21T00:02:42","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","10.92822459","RVN","cb2e90964b4be6abae300a18a2e03d4c23d26905476d5504b13a786b5bb96c5d"
"true","2018-06-19T23:39:50","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.57320988","RVN","919df27779af1ab7cc574f80105f8078a4ee3e9d07f91697cbf91534d0617100"
"true","2018-06-17T23:21:00","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.18163355","RVN","ba081f19fa8049a591c68a54e732d3cb6d7cf69f338d587f622f4faae3fe11ad"
"true","2018-06-16T14:10:47","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.66132773","RVN","2e78daa304b491a489b1a8223539cdc19d5e037c0bc483f2395035a27330a20a"
"true","2018-06-14T22:59:26","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.50690303","RVN","0030a7316ee67bc55e0ee04b583ded8ce16d7fdb7f97b1cee4d6f0b5cc1e33fc"
"true","2018-06-13T22:55:02","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.29862186","RVN","e28d68589bfcd5de5be262bcec83b5309aacb8374763dfc2967c33411a5ac9a1"
"true","2018-06-12T01:47:16","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","12.16661468","RVN","8e64fc1b26975fc87255f07468d39484f5813475b4f596bad8eda045905b21a6"
"true","2018-06-11T01:35:51","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.09454828","RVN","821a6c5645844baebbff8f8669aeffddca455eb66caded21c88530a9044a5271"
"true","2018-06-10T19:39:29","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.89592216","RVN","02e856afa7449ec31a64c33703fecc2ad4d15bd229ec1062f1f0463f31950330"
"true","2018-06-10T16:35:47","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.37268614","RVN","cace600fc417e14eef49159ba9c1ac2d1889dbf9a79a1b3704af14fba7841c98"
"true","2018-06-10T13:37:21","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.85466723","RVN","c5f53ecdf7a5070b102f485228994e9b63dcec486b31a015435456c5791ab521"
"true","2018-06-10T01:27:34","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.39696663","RVN","bc605b294254fbf82664dac9f226ed9b1f4e3754516784256f12d375d12864d8"
"true","2018-06-09T22:30:08","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.14489310","RVN","8ac504172ba8725eb6d4d85a0c8de75622fe2a072be2c6084ff0afa022fd4d10"
"true","2018-06-09T19:28:30","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.80386846","RVN","5a4b8fc6798a31c3883027ef8d10414efff103077283ccd23a067ca6989f4cdb"
"true","2018-06-09T16:23:47","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.19248406","RVN","0b21e0dc7eb844e34fb31c17a7f7d227418b1c6538bdf2559e640681c66551d1"
"true","2018-06-09T13:23:09","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.89584845","RVN","5224b60bf0ae377a339eac6db242785262f8c3583517dd13f52b6f5a1db70ac6"
"true","2018-06-09T01:16:08","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.45353479","RVN","f41889e45068fff5fdd748af33ffa27ca49d7306f9e285ca87cc1ef9eb2e1319"
"true","2018-06-08T01:10:50","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.34139698","RVN","a0b363cc5a9424470dc2844c7caaaecfe64c830ad286276c7e465c3d1b742ec2"
"true","2018-06-07T01:05:26","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.11582660","RVN","38dece21b0e1fad853c54f83e66706d73213f650af8998ecaa850a3009c16f80"
"true","2018-06-06T00:59:13","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","12.96145263","RVN","4ce12739354c01291224570008f4d31b71db352507b60f890c224311908e86fe"
"true","2018-06-05T00:50:19","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","12.20877938","RVN","4ed903a8a9e295fbb765bb125c638e12600debd9932429e684c26491923710ca"
"true","2018-06-04T03:26:43","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.63135522","RVN","e1f5f806ebe39dfaa212fcf368b6bed666d5d9829d3999f3ede7881e29318922"
"true","2018-06-03T21:40:19","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.38403036","RVN","96d59fe6b8776e293645371d1cc2b1e247c3fb85ead6640a8d0701151b3a8f70"
"true","2018-06-03T18:25:44","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.25445405","RVN","e2cbca8a169f8840cdd83efeaaff61048c7c305ba301696c4a3cd1857bd4bb5d"
"true","2018-06-02T22:15:26","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.45116340","RVN","8e0044093e6125d6aca79e23a1c5dd0dccb07e76cb7d704dd5b9895368f84b0b"
"true","2018-06-02T21:46:08","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.45116340","RVN","92401540d0a993a712eb29cc4565ed5fd81981977f34366144eb66575ee7914a"
"true","2018-06-02T18:38:19","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.45116340","RVN","679e8ea518359315ae58d23e2ec4e6b41bb9eb14836839c26a38fda8188fe2d0"
"true","2018-06-02T03:08:52","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.87333324","RVN","a00b589cd9194744af9f98e77566fa4cc2e8d14411a5fcc638f1c4cd4ec0be12"
"true","2018-06-01T02:28:32","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","10.61293160","RVN","691eb780b2a227156f075d020044f55fc029ad6a0e7c5dc8c0b5c531bdecb9d2"
"true","2018-05-31T09:14:22","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","4.28054179","RVN","0741763fc50bb2d57614055f53b64420f352c4ac4ec65a79c6f0aefab21baf03"
"true","2018-05-29T23:19:03","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.15553115","RVN","1672b281acf23519071622aa9f41bc8636abf169d2088e4b460f8b66ca784470"
"true","2018-05-28T23:12:42","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.60881699","RVN","520d1866b8c8cbc327010813b31243481affe96501a973574a1aec28a5203142"
"true","2018-05-28T20:23:28","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","14.32038719","RVN","7ba06e3e7a91598aaafb7892ed49bef135385ce0a5ff4040324f7686b45346e7"
"true","2018-05-28T14:09:58","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","13.89026056","RVN","d6e324f6bd025f2387b281291cae584ef89506a7d463bf6e667834ce2b976e92"
"true","2018-05-27T23:05:21","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.97980490","RVN","9bf7e3c46a5c1dc505a8497e8564ae2fee0534250ee9f037b4fa47154698479d"
"true","2018-05-27T20:02:44","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","22.11915125","RVN","6f3e3ee13692644b63231730b27c0f1915f0832a3b0f2ec917190501c6572a86"
"true","2018-05-27T01:57:18","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.24421573","RVN","3b45e80fb60f4f4512fd18edf0d18998ad6df4df5292335efb40340abfaf3c84"
"true","2018-05-26T22:57:25","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.88253652","RVN","4e3a94fcd9df2d189af83d74fc649a00b329a398ba6fe535f60ce7234f09f616"
"true","2018-05-26T16:55:18","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.04036693","RVN","62b68e3005b8903337f682d1c97a1f4fe4823c0f3685c656f15c0d7e51a82318"
"true","2018-05-26T01:51:01","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.84547633","RVN","d5c7953fc24742ce964bc3899c3884d86d066f6e92d5df2b66de6ab62e4c1d6c"
"true","2018-05-25T03:18:21","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.13298753","RVN","8fb30d50519e4c36cd62e70963d352ce406609d4486b1590c4390752c9cac017"
"true","2018-05-24T22:38:24","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.44796956","RVN","fb96c73cddf850f96a8c42e46e309e40de56e515fef6b6c36118baa6d9b2afb7"
"true","2018-05-23T13:38:36","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.10614250","RVN","38478565423e9baea4214f1eae6445cb09f4a7bd61443604da298b99e7ce262c"
"true","2018-05-22T01:35:12","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","10.40875431","RVN","ae16d6c794e8d6287c0f5fbee0e587d3bbd09cefb9dd4d386e8f518873ff152f"
"true","2018-05-21T19:20:58","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.13038025","RVN","ea0b825f5aa153cb1b75819a981d63c0e0c5e190be4ebd0b2670d0b9bd44a15a"
"true","2018-05-20T22:17:22","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","17.53757731","RVN","e20713694176f0f142de4b7c157d37b85a720ece75358850ba93b1e5a33a5e9b"
"true","2018-05-20T10:09:25","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.75048097","RVN","351cb73ad04e75778172f9fbd463a3a9d7963e2ba0e3567eae4c205f9071858c"
"true","2018-05-19T22:05:32","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","20.37703181","RVN","f1f729c4cb67ce1f27e2f8ea57f1a2daee29666aa777b6a247568e5c7fdf6f08"
"true","2018-05-19T13:02:56","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","15.65654075","RVN","b713854e938c6f8f8fd6054844cddfe44b9fff128b18191c96d450664ee1ba21"
"true","2018-05-18T01:01:23","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.64519238","RVN","fce4f0e46ad094f362b9a05b43923699a0b034d500837f40722afc22951210e5"
"true","2018-05-17T06:47:22","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.35257702","RVN","0896113c0e0978520d4f7efdf9790021695ef815cdc3b66f5b9844e02710a464"
"true","2018-05-16T09:43:15","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.42090616","RVN","4dc659e5b40e8a32c570fe1664bebacdda6815bb720171bff869322216b7e88d"
"true","2018-05-15T03:41:16","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.46857927","RVN","9404fd1e6fa400b869bfb590b42b370dd9c2f5cb57ccc45dbd5c622c33387891"
"true","2018-05-14T07:51:40","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.76205659","RVN","4578531cb90a7ff6b19f1b4ea2de4a8adc6e1a7759c6b17d9402373cc0abc94d"
"true","2018-05-13T18:34:14","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.14498124","RVN","edf925c5602be58c34fb6e67228228864a48053315d3d15bfec169b5c30d9f88"
"true","2018-05-13T12:34:24","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.58060873","RVN","4bc7658f1b34a68f137f208257345a9befa49c613765c0541ad859689d3384e3"
"true","2018-05-13T00:22:33","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.19084998","RVN","2752e1349ce9a9a241ac12e5df19141f451ecb9ab26b03bb33069768b72702c5"
"true","2018-05-12T20:19:37","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.71841955","RVN","0236d8652e3e2b7c532e21c537b3cbabc3644a887c470be32948c262da724cd7"
"true","2018-05-12T16:18:12","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.23004951","RVN","1fb0dbc4b48a26602e34622caf4f330f8fb7e8e76e749d09ecef5184c6c766c7"
"true","2018-05-12T12:17:31","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.21337739","RVN","749011e1cc565930921d626eb0f0bf60f67a59d277864a2bc051ce1184d5151b"
"true","2018-05-11T22:08:22","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.10495157","RVN","29278705191dea2b362125e8badeca4e9bc5f5c851cb2b98fde3e5bf71d09486"
"true","2018-05-10T22:50:37","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.98046369","RVN","a50612c95c95376f91ea1b3c7419a49075318cd580bcd3ac377eae41cd264d37"
"true","2018-05-09T23:30:39","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.71401674","RVN","cefa3864772439fc6bb87d98b206fd6fb9c9fc2f392b94f0c072f321737efe55"
"true","2018-05-09T00:17:36","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.14543016","RVN","91c197ffa6cffa044bd8c5e7ecee14abed2dea8d26ff59c4e7ccd15f1ad06b9a"
"true","2018-05-08T01:56:38","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.03527982","RVN","746b66ef80f11c47b1ec4e85229acfd9cf1017dfbd8c64c44ccbab9f730a2c22"
"true","2018-05-07T21:54:05","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.18840999","RVN","4782e95151ab216b29255f81e1b17406c754c11d2fb67e0b692651babd71dee5"
"true","2018-05-06T23:21:00","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.78726530","RVN","278d13d99563449075b5cf0e59219c051a383b30008490187b6ef1974d79d9d9"
"true","2018-05-06T20:11:38","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.53727025","RVN","cc051a63f24877bb706ec71a7e0d2083ed8c0b8faf39a03621f42ce4618685d7"
"true","2018-05-06T17:08:45","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.07610942","RVN","c09f3d4439374539038935ce531f63d2603e942ae0c1d7d1dec88dfc6cd99565"
"true","2018-05-06T00:55:27","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.09050665","RVN","b729bffcb2c1b2454e2218775cf1ad81da47211ab184811a480b0616c8525c00"
"true","2018-05-05T20:55:17","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.31842819","RVN","8c1275fdb3861ed24dfa82e384b93f9ae63f32fb077a26532dbd7cbe64347b40"
"true","2018-05-05T17:59:10","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","4.85639819","RVN","9ea605e235e7b0af8dcde65d968760d34af9b8a3b983055bdf4cb491675b08c5"
"true","2018-05-05T14:52:11","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.71678373","RVN","98cdf6845794ecdc0e02b8a77516c598fa952ebdcc0c9a8bb858bff85b79bf79"
"true","2018-05-05T11:54:18","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.22269242","RVN","9f1bc661daf611eb7be6d436f20ed501c1827cd2a1838f2c60d61b0a7534781c"
"true","2018-05-04T22:41:44","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.71786563","RVN","e2ab99b311d587f066029e7be656131299fbf256996682a3fa87516f0d09d6d0"
"true","2018-05-03T23:31:19","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.76373748","RVN","ea4be9e5f06c52b3fa5ad8acd7569d91ce004cfa7c971542d7f4aa7dc54d3fb4"
"true","2018-05-03T00:18:01","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.04754483","RVN","8e49c4cc15bad21dd5cfd271cd5c7501180b2c24250152125fe0323122aec373"
"true","2018-05-02T22:17:13","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.06849662","RVN","260e13a7886830535c1652a99f24b88f042230bd92104b07437305343e6e0cb5"
"true","2018-05-01T23:50:03","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.71435873","RVN","703c9bd334f4471597190104c31e556283387e2852571ae01e288a59688971c3"
"true","2018-05-01T20:43:04","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.63671906","RVN","53de82e29a26c3d7a47f6373764388c618c558ab189ec6744a564972dff935c8"
"true","2018-04-30T23:16:26","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.13876031","RVN","6013c30647afd80f67660b61e6a3165e49586cee378698322a3f33909837d3db"
"true","2018-04-30T21:12:54","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.45538741","RVN","a80c9e90cda8052ab57c159b1b8a99b1399de685c0a592bbe2426be1e510f4d7"
"true","2018-04-29T22:48:50","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.32225141","RVN","6fdc42c2c38910fb77dc26145c161853a28531f977b95856718d563a61ae19ab"
"true","2018-04-29T20:51:03","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.96480654","RVN","512b947286f25ef8b17dad2b56f2c97b99cf8048ae4ecbb9d776697b23d61fca"
"true","2018-04-29T18:46:51","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.35861678","RVN","a26f8a9cfdd8a982f1f6e8f65ffd781dd39c643b98f5b052de7c4a0fc2445be4"
"true","2018-04-29T16:47:56","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.90727100","RVN","3d42259b711d2ee1481d934c3b0df894e3ea9e8ad4dea95cf60f4850bb53e74b"
"true","2018-04-29T14:40:36","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.33076417","RVN","f4c8471490495bbcc3e7569805b73c17c1e216b3fd62378a4c4557f5ad352609"
"true","2018-04-29T13:40:42","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.52206520","RVN","614b881c02d77b339e2001f64399e256d30d00da05dea27e52b962d1bf763d87"
"true","2018-04-29T12:39:55","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","1.64171585","RVN","3961626d029f45dc87c4d5b2050aa14f6f835475172805bd3f8f7dd70b78e53d"
"true","2018-04-29T11:41:46","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","1.56892401","RVN","13c50f5746cb425f5c5c46c01b1dddac79dd7741c47e2e7c2339b8dadd198357"
"true","2018-04-29T11:36:46","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","0.90285221","RVN","9e104024ace1f5456aa6b4d6a9ac68b6cca564f6e70573241702cc2034055fe4"
"true","2018-04-29T00:26:37","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.88536558","RVN","91dfd98b1f108faa398b100278a0e854c6647cb35fde363a24ff9a6981828f5b"
"true","2018-04-28T21:22:02","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.47182515","RVN","6832594486ff9dcbefcf43dd2352be688bdd814f7fd9887e018ed5c03c906d31"
"true","2018-04-28T19:18:52","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.00483684","RVN","84ff5059c46e68e85d2af4e68d44c321eb12dc3b5e20bad089567efb4ae0c5d9"
"true","2018-04-28T02:07:19","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.27159794","RVN","a2fb29067028881ed0619d843aa468a8b913b9bcee6278949d63ba5f734f48fa"
"true","2018-04-28T00:02:16","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.95396373","RVN","f124e0f7e74948a51fbbea4594cf7f6ca15938903dfa5e359c10f53af98e0a4a"
"true","2018-04-27T00:41:19","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.07564328","RVN","d533518a3b4aaba9c38dba0d0826261fb716450caf5ed19def76ebabbc2fe0db"
"true","2018-04-26T21:36:53","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.08015709","RVN","f2d0b4c8d3fc7eff44ecd5ae7da71211c7136468108f569451679c2eb8d79401"
"true","2018-04-26T18:35:32","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.77476170","RVN","8a1ce59e2b7363975627fc20a73fd9583ab19005d9666af672c2b19b61f412fc"
"true","2018-04-26T16:32:40","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.57127454","RVN","f903b70b1d84e3a1ddcae0c38f425cf1c7e29b2f93a99ad36a5c13298934584a"
"true","2018-04-26T14:31:21","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.60900161","RVN","ec15d1a87619995f803f4897a1003988986fcdef7538e8ff0176d857db3ea56f"
"true","2018-04-26T01:21:50","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.31217721","RVN","26a7339c6c266abf91250e5bdd90b8121fee3b211371688a060d09d64316c664"
"true","2018-04-25T22:19:41","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.88454766","RVN","b12a57465668bee928741703f2cd3853ab31145864483a779ccc679999481819"
"true","2018-04-25T00:02:05","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.50399054","RVN","45fc8c1e9f1af7ee698583c3862ec89045615aea0535b4116d3f002b6a4c156e"
"true","2018-04-24T21:53:42","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.12021766","RVN","6a078d51a14b81fd8e40988d1487706ce786059d8e757c0c83fab9ddb04be374"
"true","2018-04-23T22:30:26","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.10727586","RVN","4927d4290cb25650ba1835a164fee55bdd77429f2c2e8967b60563d768eafc7c"
"true","2018-04-23T00:49:12","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.07473595","RVN","818c4587f0089c5515c782938ca98a5a8104058ca0e76d098e12347f48004671"
"true","2018-04-22T21:45:09","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.04203606","RVN","2af9e4f9640f7f70b747dd7209003a4ca81a1300e83020add40e6183ea517309"
"true","2018-04-22T19:45:15","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.21673633","RVN","2994902511f10b67bc9c2c4b5c31a77e3a0c772ef7b4d8c71f3b05d255298e61"
"true","2018-04-22T17:42:33","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.25297398","RVN","d83a7982e09201344104359ca3ad34e2928f600ffe318af64ed067b8eb45f9e9"
"true","2018-04-22T14:43:42","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.63223012","RVN","3d2bae2723e3e32f605e0181feaa8f16a538e93497fe2bae245bd893de7089bd"
"true","2018-04-22T13:37:49","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","3.77445832","RVN","2b04478497d74438d475a5b4c142d9d5775a7c31e5d2675014d8fefe64b9ae89"
"true","2018-04-22T12:38:15","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.16016498","RVN","908793a7490d20ed6b413c6f3e283aa39b3ce41613676f2f40212cc3315bd536"
"true","2018-04-22T09:48:26","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","4.48829141","RVN","fd57eeaf5b40768088f514068adf751981ed7ff26a5cb4de46e435f00feac7a7"
"true","2018-04-21T23:20:54","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.13683909","RVN","ee3894744b74fe271731ee9b37876681955afa83778922bbf9b13ab245856d1c"
"true","2018-04-21T20:18:30","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.60124051","RVN","2175e9b73710d02db32162126874ad014b7fd69878f001c50a3fb7960ea898aa"
"true","2018-04-21T16:15:53","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.84466303","RVN","9103119bd174424eec6119afee3d50d1e3975640baf72e41935b4fc8a71815ff"
"true","2018-04-21T13:12:27","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.07785695","RVN","231cd67e56ce3742f22a41ed93844cd310b94d64a681d80b3471dd8d2ae2e292"
"true","2018-04-20T23:53:38","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.24112274","RVN","663dab9ba12063632c01ac6c6ea5c912aca23c50f7e5767549e602d5b956331d"
"true","2018-04-20T00:20:00","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.20877420","RVN","0ac2d304e7cdbde630152c5b9b0e976eb8d807cba0f8d6fdae47cfd70aa614e5"
