"Confirmed","Date","Type","Label","Address","Amount (RVN)","Asset","ID"
"true","2018-09-05T00:47:20","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","10.42799070","RVN","59e3f290150ba773912ca8b35f4fd0b1398147da0e0acc36b3ee6a58932ef96c"
"true","2018-09-04T00:37:04","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.52911029","RVN","42d48bb23aa8fed195c0dcae74a8ed12d8772c8681788dc0199bcfdb41f551f4"
"true","2018-09-03T21:43:24","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.43035518","RVN","cbc90ae7fb813373f49d5865a521ce7136734f5f5a9e98e40ea517fa4489f861"
"true","2018-09-03T18:39:01","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.20688619","RVN","66ae0222446cd5280bdff653a979d8f6216f75e1bbc146f44504b70ad921f882"
"true","2018-09-03T03:31:37","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.45913361","RVN","d864beaa1622be967b063c27d36fc7deede7308c49a9405b8e615caef9a67152"
"true","2018-09-02T21:30:11","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.32736839","RVN","dfa96d37077094872e56589d36e17f8bde54d588720b3911bc5009fd27b58e6b"
"true","2018-09-02T12:28:43","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","3.09553222","RVN","1c7f1d0489f32500f72a186a473a7f57579fc623927bdf6c0175a88aaee7f98f"
"true","2018-09-02T00:21:52","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.63901401","RVN","0f26bfc9fdcf635e00490dec5a1fd2d3f97013e5def789b434edfea953ef0257"
"true","2018-09-01T21:23:20","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.18933234","RVN","17e78036f0f6132c534ca012cb15af3530cdf1fc9161bd83f66ed7d0e02b643d"
"true","2018-09-01T18:25:14","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.48318924","RVN","739934d71895fabcbb5735aa92c987ba54320aa5132cb7f0fccb43c5a5a56d56"
"true","2018-08-31T21:13:49","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.33091022","RVN","da432e00b43da97b5be7092e3f3e79d917ff0092527d8093d96c61570523ee68"
"true","2018-08-31T00:06:22","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.29517576","RVN","acd3b6b97150ac365759f42e0430f2044457e95984bcac7499d0dde65c971cab"
"true","2018-08-30T00:01:06","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.23580820","RVN","fa38193eb3c04a91ef2b9448691ce12dff2d5e27dc86079e7da3199fa11aa95f"
"true","2018-08-29T05:54:37","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.53161837","RVN","8018040e295799a83b4f50be4ecc44158dddedf25e8e6b69cd0964833af278c4"
"true","2018-08-28T05:49:44","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.18997780","RVN","108745bcea93eb568a21bed8b152a7bf0d77a688005267bad23f693e9b6544d2"
"true","2018-08-27T15:09:42","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.28163836","RVN","b2ad9b714a25c0cca0d06f7f4ceebe304b3e2ff2e9cfbacbfa2175e937523608"
"true","2018-08-27T08:47:48","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.56253131","RVN","1ff87738108ca2f3d1382929d9dfe06e00b7ba02685d2db38cb317b51c88e521"
"true","2018-08-27T02:43:48","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.20545739","RVN","84c829fb2afc834b16a51e724e777cc43d09795867c6d71180d3d43da127a82d"
"true","2018-08-26T14:50:54","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","0.98113350","RVN","f0ba49f5e31ace6d436c3f2180a3863b909ddd987d93768b84e3313f4fa4a210"
"true","2018-08-26T11:42:54","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.51101731","RVN","2b76b0052fcd9d78843fa1f2bc910d62a23d0fb0d2d681f4671544653a0a2a06"
"true","2018-08-26T05:42:44","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.54949585","RVN","28f5c3e689a398cf5825699099e4712c4130a7a5a24fb3082827b3706fa35a61"
"true","2018-08-25T23:39:33","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.52292768","RVN","97cc0ecb977479e34e948e9b43187712856509d30a6eb167895bb816cb9b4ca1"
"true","2018-08-25T08:33:57","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.36249227","RVN","f46785c94202cfa548cff65451984e442316209eb8229730786274db30d2819a"
"true","2018-08-24T05:17:53","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.74850618","RVN","175774bd128b82ca1883359e95e755b90a38cbbc25459fb2f9429d5073a69634"
"true","2018-08-23T04:58:22","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.93410009","RVN","16e919ad0f159c12e4da19ade03b4c8e0666511bf53633ffff879e4bdeee4071"
"true","2018-08-21T10:56:13","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.71002306","RVN","e4e010ee0271fd18d9d48f0928724446f89bb3d6df89116b2345896f4e1f4f19"
"true","2018-08-20T10:42:55","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.88796306","RVN","88491392f01074a4c05c4f52a62a4259f286b488b12c53e86aa1ba69b60b338d"
"true","2018-08-20T04:40:17","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","10.24756661","RVN","35d60ec64266f3f300e25c5344aebd1e0afc68da4999a772fd206da8bae2d8b3"
"true","2018-08-19T11:13:38","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","4.04230396","RVN","0415e20e78403f7e4baffd464f44c90f457f56d9704b9d1a28da7c949da2f08c"
"true","2018-08-19T04:39:49","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.24077682","RVN","c61caccced25c2bbd187f6672ac88e9ef303b924f14adf4b7ec604b397d9bdee"
"true","2018-08-18T22:31:26","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.43006617","RVN","4d694b2d8e0d6e1894c3a3746693b6abfa8edaaf0e6cb50e8d2fa869bfe3439f"
"true","2018-08-17T07:19:47","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.02835387","RVN","2371458d0176946e91c74e12c329268216b223dc1b9989efaa251e791e8c4884"
"true","2018-08-16T04:06:21","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.77088671","RVN","d373583064d84657ea1fcee92f247af40a26a9d4d1b38bb7f52645c9556b66f8"
"true","2018-08-15T07:27:42","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","10.10072122","RVN","d442d4881aaee325915d3d0b3d5a7c337517c2c45e5c258165c7e489d055fbe1"
"true","2018-08-13T09:50:41","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.74869644","RVN","985c25f34abeb9e957b2a160c845cd5e6a98d9f880e3339c433e0bf28e861b53"
"true","2018-08-13T03:45:47","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.17924318","RVN","2476e8bdee7e813411f0c92f3e6fdd77f514ff7b1d2149f6f5c363ff9a37775a"
"true","2018-08-12T21:52:08","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.03073106","RVN","3fbef059e1ad10f6e799bb5b97e06a72f1344a49166e11861138a59aa3877d4d"
"true","2018-08-12T12:44:34","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.42734692","RVN","d1604423a49bbb4c8c2ca43316c1af2d2ed97ef0a70c7456edc79709c85434c0"
"true","2018-08-11T18:30:15","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.27902637","RVN","638552a37100cd764e19911976afd003d6e0fc00209f0c2275bf527b7413ff71"
"true","2018-08-10T16:13:05","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.85243552","RVN","04171dcd90dce34823eb6bd5557ea737d146ced66e61544d19d718c96e844529"
"true","2018-08-09T03:52:17","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.98920047","RVN","6e21326d2d7276182d48b7295d6e6659d35d4bfd1a951b958367f348260b2730"
"true","2018-08-07T07:03:45","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.70053895","RVN","ea987113272e87ffb670d8b20cfcb9ae73bb4e42530fdc1528cc9cfb6f3c10fb"
"true","2018-08-06T03:33:55","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.77612342","RVN","40db4e6bc3a4ddbeda9a75a3089c9ff7679ffa54cb8b369a85fc4cc1556991fb"
"true","2018-08-05T06:28:16","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.24366445","RVN","fa1c233754f95566271b727357440b326e95631d68546960823763701bd68b59"
"true","2018-08-05T00:24:01","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.20561010","RVN","5dc4e0ac9ad2d9ac5c948458c5240463a74bacf3b1e1a9e9ab4ea5238a8fbf76"
"true","2018-08-04T21:18:44","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.92524375","RVN","e1634c0e161f403fa30e816688b77ce6b24f8c19953ae3e36771d6d6276fb902"
"true","2018-08-04T06:14:56","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.52351411","RVN","70749743b3738123343c7895a54462ba75419ac5d499f943614b8d70e78d5938"
"true","2018-08-02T02:57:24","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.01570246","RVN","5e799e158b02b754f77953510f77f89cda3cc3e7c83804a8ac67b9267c412224"
"true","2018-08-01T05:51:53","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.28723512","RVN","8f6e9b9a4892a217ffa46f3719289b5f664a6b0aae1d8fdb775438081eb9bd89"
"true","2018-07-31T05:47:43","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.04480138","RVN","ce03af8075fff9f28606f30ed2e56f8a96bb05ee0fd3653717577ad01141d082"
"true","2018-07-30T02:40:39","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.46669526","RVN","48ba6ce80945665b2ed3aaaa97c26978940a2025cbe379bc55080e84e3439f42"
"true","2018-07-29T23:40:10","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.57635764","RVN","789371aa3b3fff4455e4a463560c5c4d31466bc2b47cdb7aa77f274ecb1796fa"
"true","2018-07-29T17:34:03","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","10.30862725","RVN","d6b10706331c5fd8bd286099573dbadd9427614822c883ed3b462b527f1394a8"
"true","2018-07-29T14:31:36","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","0.95774739","RVN","163af751b07da3ec1f88ef41ee7248727fd07e3db475da4232d9def00090e868"
"true","2018-07-29T11:31:11","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","4.14994768","RVN","b981d4b5d1f95334363e92565f31b1ab770b3a9838bd562b090694eaf802710e"
"true","2018-07-29T02:31:48","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.15153512","RVN","830cdc9dbc4bb17276efeac44d924b7ecb5c609f6cfec4ceb76ffcaa953343c1"
"true","2018-07-28T20:26:44","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.82920736","RVN","6904e1131c223449ca9c8b1974aa418a31f2b336e236311e20bbef062af6332a"
"true","2018-07-28T05:22:00","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.79228328","RVN","ca4954a201af44569e804e4ebcab702a27e43a77e4317c6328508ced53e481f9"
"true","2018-07-28T02:23:05","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.90555124","RVN","2a2cc513f335431239a9bf2a2431e99d13d086a696363f809284330fab4ce047"
"true","2018-07-27T05:17:37","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.95934013","RVN","1211cfbc747219ab766d91219605eea4e9ea695097c9a297931417eb642a9b67"
"true","2018-07-26T23:10:32","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.20492039","RVN","eb1be5703bcbcce7535558f769574651463bc8c89f4facf2aaf5c89b3194ab72"
"true","2018-07-25T23:03:27","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.98019786","RVN","f0a8152d0836d9d88b4bb89d6676e0191100df204d43639d36a8710515d2e8af"
"true","2018-07-25T02:01:20","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.78076405","RVN","cb9a3fb01134a45269a4a26b1289626a5de4b2ffad52244b82e843e4eb6e6e19"
"true","2018-07-24T01:52:23","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.29037888","RVN","02c8be3fae26f36f869acab0113942a2b97772a37765e4a5e76d66ded8a0f426"
"true","2018-07-23T22:51:33","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.54978866","RVN","cebb7f410f1f0079814a5ea94ee94eb6ecbccedf5ec507ba737c90c9fe42980c"
"true","2018-07-22T22:40:10","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.76140199","RVN","958409fc53aa4e1ae12370063426307989c37245c24118531d0786d0dfec4e23"
"true","2018-07-22T19:44:23","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.09156740","RVN","c8be9818a73d959c5d1cfca3035003160ba80182c98a231ead8a7ef13caa0831"
"true","2018-07-22T16:39:33","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.13855085","RVN","a5d47aaf51a03047dc9d266f5ba74b4a164ac7bc00542f9d3bddde7cd1aa7198"
"true","2018-07-22T13:39:46","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.82693505","RVN","082dc3f63acd1514cd6ca1474b2de98fc6690be2f76260533e38d8d43992ab1b"
"true","2018-07-22T04:39:50","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.68048480","RVN","599fbb1091781e7c3811424946da499262a8f2f505eee4b459fde7cbc56afca7"
"true","2018-07-21T22:42:14","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.87464605","RVN","cff4dff785b876f0ebafb49c28a16c6b651998b0a792bc1f8445338c1ba37fdc"
"true","2018-07-21T16:32:18","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","12.86791594","RVN","04571651e1b2fc5b3093ca96e3a4a5e1e841f4beb1e6a09799ccb635250858ba"
"true","2018-07-21T01:21:25","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","12.75262662","RVN","66b22045a808e779556c0b8bafb1bb907ef4effeaece9774f3a894795bb0885c"
"true","2018-07-20T01:15:44","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.93562635","RVN","27be3d2743bde6b3ecaad6f7455c1d4ac69d20babc8dab454703945b9b80752d"
"true","2018-07-19T01:05:22","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.55753883","RVN","b16898bb7ff7759047c70c217b4ad4e3d6088d2c0f8a0409afd4bf4285bac284"
"true","2018-07-18T00:58:59","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","13.10805178","RVN","cb1c572dcdfd90e7b5e49d21faf589c45d841609c7d8df1bd5e644852f43df5d"
"true","2018-07-17T00:54:42","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.73182202","RVN","824475e57c3a66ef615d45e716415a32ac2c284e3f3bc66a31436037e42ecb1d"
"true","2018-07-16T00:46:27","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.83066656","RVN","bb925befdd886d3e25865cf0e743d805bff582729c3284c1570931553b385d06"
"true","2018-07-15T21:45:40","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.86716261","RVN","08f2591f030347e67d908a57e0aa2a6dce954d916d9493299d4947850cfd2731"
"true","2018-07-15T12:44:29","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","3.98899931","RVN","abff3e25f85e0e9deedf3f1925b61e0d3bdada863d9f5b542977ca39abc12c45"
"true","2018-07-15T00:43:49","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.56752356","RVN","173975fc3c0be27645fe162fb011f0651c1f7ee4ad13b322adcba6c6b5aecd8a"
"true","2018-07-14T21:44:54","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.86663194","RVN","9ae7d5a954b458c1f5ad4180b448cb2986ff85c7a59a97e7b9e0d5cad754b9fb"
"true","2018-07-14T18:42:45","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.36082645","RVN","ef77b8f13ff977a2bce18298401fb7d778259c7c0836e18aa3523d3151d8ffd1"
"true","2018-07-14T15:39:46","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.22787023","RVN","7a5afb2a76c97c9d1680cc1e8b9bbe20faee4b0ca4819fecfaedfedd2ef81ec7"
"true","2018-07-14T00:34:06","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.35181744","RVN","120fcf4d41604668b91421b5f801ca029def7ba184debab80f5015d8829f3a19"
"true","2018-07-13T00:33:03","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.50524622","RVN","520319450304aaaf0f9edb2ba8ea9a887d5d3cdbd2b693dbb6eddd8a27155bab"
"true","2018-07-12T03:24:35","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","13.79316126","RVN","2b7b8919e8f27f6b76a4e021e4e8772a35f135ed4fe14f23ff6027c73f04eff2"
"true","2018-07-10T23:57:28","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.47570350","RVN","f4b9f2f1d6238b65de2fb7bc3ba9c1b8290454402d1c1a0a808cb31e15b266b1"
"true","2018-07-09T22:53:38","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","10.38145393","RVN","1286f09395b364282fe1ca7f8ac6b2cc7072d033c55fe026317c552803839e1a"
"true","2018-07-09T00:05:29","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","13.18019308","RVN","70d6293b4a5a6a990aeba6dbf02d7f0554ed4ed9b82361c5dfdfa3c6b3de6cdd"
"true","2018-07-08T18:10:08","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.45016732","RVN","c9bf77fdfda4e02472e4bf426e5bd2b964718926135b8c023daaba50963a9773"
"true","2018-07-08T15:10:08","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.22174044","RVN","be7ee15bb85b66eebcb9103adc8ce0934a95bd98ee90918330d40025d28167a4"
"true","2018-07-08T12:10:07","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.42610906","RVN","64a0918580786b7928a233b6185c11f11bbda6ac3472172d00e6c3dafa869927"
"true","2018-07-07T23:49:12","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.68456118","RVN","eb38a6bc7b5b42c369b46c0019927e3402cf10b21d1ff594a8ca8c68282bbf33"
"true","2018-07-07T20:48:30","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.49293770","RVN","8555345e57617ad3887abc92fc52084279f1ccea92e9c15b9561acdcd33810b8"
"true","2018-07-07T17:47:34","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","13.85455685","RVN","6788b896e4e0c789983d1dd209b63703c286d390de7985a7b7ba9945500e8fb7"
"true","2018-07-07T02:47:45","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.19846256","RVN","8cf692afeb8a178731fa73adcab99a77a60644124473b983faccbede98d87da7"
"true","2018-07-06T23:44:40","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","14.06942150","RVN","de659c484badabc87ba9c018be9c626f7425a084bfe3e146a6f93c91564ec3ee"
"true","2018-07-05T23:34:09","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.40774350","RVN","b13ee679374f962ec7016a45d539ad199295f3e1dbb3d84f346b9ab7a0ac7cf9"
"true","2018-07-05T02:28:31","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.38495839","RVN","30d6e4c02d6358b94db70e40ae68ac75efe133526cf1e229ebdb5e56d7ef801f"
"true","2018-07-04T23:27:19","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.57044633","RVN","4888c27eec661f0c8d86dcadcc5d926028eb7f11f69f6ff61ad79c6d44633b7c"
"true","2018-07-04T20:28:12","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.98728349","RVN","7cfcde279df24a11c1b7ce417e449a88988d81cae9f948950c6c1a8664b6e1c2"
"true","2018-07-04T17:24:38","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","10.96910020","RVN","9c478090923203e1e5b3252ba48ae2a122e714f26791eb66d1944c07ca948b1b"
"true","2018-07-04T00:39:53","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.24793282","RVN","bf35091475755bb76e7616f8d160bd9a6b93ccba54e083f02305c15da415ff7d"
"true","2018-07-03T01:27:16","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","13.04311260","RVN","33d19e5ca71c673c76f519d24a40d6b8349838f1bf34ba9476e9f5f8332c4266"
"true","2018-07-02T01:19:44","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.32403901","RVN","bc81fdecea567847fb6efda923eda138e1b77ba62ff0efd3ac5a3a13e6612d78"
"true","2018-07-01T22:13:53","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.29533674","RVN","7c4597eff1953d5e8643dda5569504a821e827c12ea1b6a1e73ab0b18e3c85c9"
"true","2018-07-01T19:16:11","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.13821921","RVN","5eab4cecdafb03b1d1177fd078b2f49a13b3f69f6bcfa02239c7ca683dc91b08"
"true","2018-07-01T13:11:59","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","3.19599834","RVN","354a2bf995afbf923577d8d20d109a1597c1ea67c535f4d5874e7593c5f8fecc"
"true","2018-07-01T01:07:54","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.23376004","RVN","99f6db973522e7b387dc3c1e0c43d57745a2bacb5b00e6ad9ead328f10f0db92"
"true","2018-06-30T22:12:58","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.17477099","RVN","5ef5cbee40362aa7bc788c065271c2572f95a7424dc921ce5939b9a13746308b"
"true","2018-06-30T19:10:39","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.92132321","RVN","a7cc3757fb4d9c738a034fb49302929d5e465584bd21883c708c24c73bc2d0ac"
"true","2018-06-30T16:08:38","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.75459404","RVN","b2f2df14811582b99e50039c0a38abd8ea3f5f33e8ddfdc41fe6dfef97ae17f6"
"true","2018-06-30T13:06:46","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.34496706","RVN","cff82b4f35ae11e0d7201dfd647a63140d5acef0c048b02813a4e89d8102950c"
"true","2018-06-30T01:05:22","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.00437147","RVN","a182bb5124ddca68c8fadaa7ef8d2d827e2ae78433cde3fe2a56c427c354e6fd"
"true","2018-06-29T00:58:14","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","8.03492353","RVN","09c512d6ca627f4f060ef8c7b9b8b9ff98321195db26257c98150d9ad8c1dbe1"
"true","2018-06-28T00:48:05","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","13.62730701","RVN","bbc5e9f24ec58be38cec7b351a59d5961704c1f2dc8f7c534d4ece87f695accb"
"true","2018-06-27T12:45:23","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","1.20073214","RVN","f1b1011070d14338a98ee262056dfb610b41d3284d4eddadaa19b5915436de71"
"true","2018-06-27T00:40:46","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","11.16255617","RVN","df32139397003abd108f03cce400d0c8ab646a8d24b242e7d4f3bf1a63188d5f"
"true","2018-06-26T00:33:03","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","10.48056036","RVN","9e331f7f955eb7224597524d00da88b1bc2c41872c7c3bbf577398061cdaa2c2"
"true","2018-06-25T00:24:53","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","6.91203187","RVN","d397a8e9e4f76dfef0799b779cb201c15f3f493b29ea7acdc6e3b848dd0ff8d3"
"true","2018-06-24T21:23:18","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.72059230","RVN","d034234adf98e0289288a88f3b700747499a6e29595b80555d09af8391629fa7"
"true","2018-06-24T18:24:27","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","7.97375769","RVN","8fdb25baa489e0c8be0ba41ab0035a334ec5e7bf7f86e5a6d681abef6a80d538"
"true","2018-06-24T15:23:02","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","9.70009236","RVN","0d12a6e5c3bd890ebb6d93c7216ad0dcbd3698da6404f3f38e1eba6bf211ff0d"
"true","2018-06-24T12:26:06","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.99681271","RVN","f3a54bc819633274c9303a035b09c50f9e20a9072a59e4585242a96c19587aad"
